intent,text,annotated_text,split
set_constraint,Kepe ferry out of berth 2,"Kepe [ferry]{""entity"": ""vessel_class"", ""value"": ""ferry""} out of [berth 2]{""entity"": ""berth_id"", ""value"": ""berth_2""}",train
set_constraint,no ferries at berth 3,"no [ferries]{""entity"": ""vessel_class"", ""value"": ""ferry""} at [berth 3]{""entity"": ""berth_id"", ""value"": ""berth_3""}",train
set_constraint,hold cruise ship,"hold [cruise ship]{""entity"": ""vessel_class"", ""value"": ""cruise_ship""}",train
set_constraint,block hazmat class 3,"block [hazmat class 3]{""entity"": ""hazmat_code"", ""value"": ""hazmat_class_3""}",train
set_constraint,Prevent cruise vessel from docking,"Prevent [cruise vessel]{""entity"": ""vessel_class"", ""value"": ""cruise_ship""} from docking",test
set_constraint,Keep the hazmat class 1 cargo offshore,"Keep the [hazmat class 1]{""entity"": ""hazmat_code"", ""value"": ""hazmat_class_1""} cargo offshore",test
set_constraint,No arrivals at berth 4 tonight,"No arrivals at [berth 4]{""entity"": ""berth_id"", ""value"": ""berth_4""} tonight",test
set_constraint,Bar tanker from the inner harbour,"Bar [tanker]{""entity"": ""vessel_class"", ""value"": ""tanker""} from the inner harbour",test
set_constraint,Hold Ponte Vecchio until further notice,Hold [Ponte Vecchio](vessel_name) until further notice,test
set_constraint,Seal off dock 1,"Seal off [dock 1]{""entity"": ""berth_id"", ""value"": ""berth_1""}",test
set_constraint,Do not admit tankers,"Do not admit [tankers]{""entity"": ""vessel_class"", ""value"": ""tanker""}",test
set_constraint,Restrict bulk liquids to dock 2,"Restrict [bulk liquids]{""entity"": ""cargo_class"", ""value"": ""liquid_bulk""} to [dock 2]{""entity"": ""berth_id"", ""value"": ""berth_2""}",test
set_constraint,Suspend berthing for container vessel,"Suspend berthing for [container vessel]{""entity"": ""vessel_class"", ""value"": ""container_vessel""}",test
set_constraint,No oversized vessels at dock 3,"No oversized vessels at [dock 3]{""entity"": ""berth_id"", ""value"": ""berth_3""}",test
set_policy,Auto accept container ship above 2k,"Auto accept [container ship]{""entity"": ""vessel_class"", ""value"": ""container_vessel""} above [2k](price_expression)",train
set_policy,Always counter the first offer,Always counter the first offer,train
set_policy,Reject anything under 1800 euros,Reject anything under [1800 euros](price_expression),train
set_policy,Auto-accept offers over 2000,Auto-accept offers over [2000](price_expression),train
set_policy,Never accept below 1800,Never accept below [1800](price_expression),train
set_policy,Automatically reject cargo vessel under 1500,"Automatically reject [cargo vessel]{""entity"": ""vessel_class"", ""value"": ""cargo_vessel""} under [1500](price_expression)",train
set_policy,By default counter every offer,By default counter every offer,train
set_policy,Always accept cargo ship over 2200,"Always accept [cargo ship]{""entity"": ""vessel_class"", ""value"": ""cargo_vessel""} over [2200](price_expression)",train
set_policy,Auto reject offers below 2500,Auto reject offers below [2500](price_expression),train
set_policy,Accept ferry automatically above 1900,"Accept [ferry]{""entity"": ""vessel_class"", ""value"": ""ferry""} automatically above [1900](price_expression)",train
set_policy,Never counter more than once,Never counter more than once,train
set_policy,Always reject under 1600,Always reject under [1600](price_expression),train
set_policy,Auto-accept Blue Marlin above 2400,Auto-accept [Blue Marlin](vessel_name) above [2400](price_expression),train
set_policy,Set a floor of 1750 for containers,"Set a floor of [1750](price_expression) for [containers]{""entity"": ""cargo_class"", ""value"": ""containerized_cargo""}",train
set_policy,Always reject containerized cargo under 2100,"Always reject [containerized cargo]{""entity"": ""cargo_class"", ""value"": ""containerized_cargo""} under [2100](price_expression)",train
set_policy,Always hold out for 1450,Always hold out for [1450](price_expression),train
set_policy,Auto-approve ferries at 2800 or more,"Auto-approve [ferries]{""entity"": ""vessel_class"", ""value"": ""ferry""} at [2800](price_expression) or more",train
set_policy,Never go below 3000,Never go below [3000](price_expression),train
set_policy,Counter automatically if under 2600,Counter automatically if under [2600](price_expression),train
set_policy,Accept anything over 1200 without asking,Accept anything over [1200](price_expression) without asking,train
set_policy,Make it policy to reject under 5000,Make it policy to reject under [5000](price_expression),train
set_policy,Auto-accept the cruise ship if above 4500,"Auto-accept the [cruise ship]{""entity"": ""vessel_class"", ""value"": ""cruise_ship""} if above [4500](price_expression)",train
set_policy,Always ask for at least 3500,Always ask for at least [3500](price_expression),train
set_policy,Reject cruise vessel offers under 2300 automatically,"Reject [cruise vessel]{""entity"": ""vessel_class"", ""value"": ""cruise_ship""} offers under [2300](price_expression) automatically",train
set_policy,"Standing rule, accept over 1950","Standing rule, accept over [1950](price_expression)",train
set_policy,"Default policy, counter first offers","Default policy, counter first offers",train
set_policy,Auto-decline below 2050 euros,Auto-decline below [2050 euros](price_expression),train
set_policy,Always counter tanker below 1850 euros,"Always counter [tanker]{""entity"": ""vessel_class"", ""value"": ""tanker""} below [1850 euros](price_expression)",train
set_policy,Set auto-accept threshold to 2k,Set auto-accept threshold to [2k](price_expression),train
set_policy,Never accept a first offer,Never accept a first offer,train
set_policy,Auto-accept general cargo shipments over 1800 euros,"Auto-accept [general cargo]{""entity"": ""cargo_class"", ""value"": ""general_cargo""} shipments over [1800 euros](price_expression)",train
set_policy,Always reject tankers under 2000,"Always reject [tankers]{""entity"": ""vessel_class"", ""value"": ""tanker""} under [2000](price_expression)",train
set_policy,By default reject anything below 1800,By default reject anything below [1800](price_expression),train
set_policy,Auto-accept above 1500 for container vessel,"Auto-accept above [1500](price_expression) for [container vessel]{""entity"": ""vessel_class"", ""value"": ""container_vessel""}",train
set_policy,auto accept container ship over 2200,"auto accept [container ship]{""entity"": ""vessel_class"", ""value"": ""container_vessel""} over [2200](price_expression)",train
set_policy,always counter first offer,always counter first offer,train
set_policy,reject under 2500,reject under [2500](price_expression),train
set_policy,auto reject below 1900,auto reject below [1900](price_expression),train
set_policy,never accept below 1600,never accept below [1600](price_expression),train
set_policy,auto accept over 2400,auto accept over [2400](price_expression),train
set_policy,always ask 1750 min,always ask [1750](price_expression) min,train
set_policy,auto decline under 2100,auto decline under [2100](price_expression),train
set_policy,Auto acept cargo vessel above 1450,"Auto acept [cargo vessel]{""entity"": ""vessel_class"", ""value"": ""cargo_vessel""} above [1450](price_expression)",train
set_policy,Allways counter first offer,Allways counter first offer,train
set_policy,Reject anythign under 2800,Reject anythign under [2800](price_expression),train
set_policy,Nevar accept below 3000,Nevar accept below [3000](price_expression),train
set_policy,Auto-rejcet offers below 2600,Auto-rejcet offers below [2600](price_expression),train
set_policy,auto-accept over 1200,auto-accept over [1200](price_expression),train
set_policy,always counter,always counter,train
set_policy,reject under 5000,reject under [5000](price_expression),train
set_policy,Auto-approve any offer above 4500,Auto-approve any offer above [4500](price_expression),test
set_policy,Make counter-first the default,Make counter-first the default,test
set_policy,Decline everything under 3500,Decline everything under [3500](price_expression),test
set_policy,Set the auto-accept line at 2300,Set the auto-accept line at [2300](price_expression),test
set_policy,Never settle below 1950,Never settle below [1950](price_expression),test
set_policy,Always auto-accept liquid bulk past 2050 euros,"Always auto-accept [liquid bulk]{""entity"": ""cargo_class"", ""value"": ""liquid_bulk""} past [2050 euros](price_expression)",test
set_policy,"Standing order, reject under 1850 euros","Standing order, reject under [1850 euros](price_expression)",test
set_policy,Automatically counter low offers,Automatically counter low offers,test
set_policy,Keep a hard floor at 2k,Keep a hard floor at [2k](price_expression),test
set_policy,Auto-accept Nordic Breeze over 1800 euros,Auto-accept [Nordic Breeze](vessel_name) over [1800 euros](price_expression),test
request_help,Help,Help,train
request_help,What can I do,What can I do,train
request_help,Commands,Commands,train
request_help,How does this work,How does this work,train
request_help,What are my options,What are my options,train
request_help,Show commands,Show commands,train
request_help,I need help,I need help,train
request_help,What now,What now,train
request_help,Can you help me,Can you help me,train
request_help,List the commands,List the commands,train
request_help,How do I play,How do I play,train
request_help,What should I do,What should I do,train
request_help,Help me out,Help me out,train
request_help,I'm stuck,I'm stuck,train
request_help,What are the controls,What are the controls,train
request_help,Explain the commands,Explain the commands,train
request_help,How do I negotiate,How do I negotiate,train
request_help,What do I type,What do I type,train
request_help,Give me a hand,Give me a hand,train
request_help,Show me the options,Show me the options,train
request_help,What can I say,What can I say,train
request_help,How do I make an offer,How do I make an offer,train
request_help,Instructions please,Instructions please,train
request_help,What are the rules,What are the rules,train
request_help,Help with commands,Help with commands,train
request_help,How do I accept a deal,How do I accept a deal,train
request_help,What actions are available,What actions are available,train
request_help,I don't know what to do,I don't know what to do,train
request_help,Guide me,Guide me,train
request_help,Show help,Show help,train
request_help,What's the command list,What's the command list,train
request_help,How do I set a policy,How do I set a policy,train
request_help,Walk me through this,Walk me through this,train
request_help,What commands can I use,What commands can I use,train
request_help,need help here,need help here,train
request_help,how do i do this,how do i do this,train
request_help,whats the deal here,whats the deal here,train
request_help,gimme the commands,gimme the commands,train
request_help,how to play this,how to play this,train
request_help,what do i do now,what do i do now,train
request_help,im lost here,im lost here,train
request_help,help pls,help pls,train
request_help,Halp,Halp,train
request_help,Comands,Comands,train
request_help,How do i paly,How do i paly,train
request_help,What can i doo,What can i doo,train
request_help,I need halp,I need halp,train
request_help,"um, help","um, help",train
request_help,any commands?,any commands?,train
request_help,what're my choices,what're my choices,train
request_help,Can you explain the commands,Can you explain the commands,test
request_help,What options do I have,What options do I have,test
request_help,Show me what I can do,Show me what I can do,test
request_help,How do I get started,How do I get started,test
request_help,I could use some help,I could use some help,test
request_help,What's possible here,What's possible here,test
request_help,Tell me the commands,Tell me the commands,test
request_help,How do things work here,How do things work here,test
request_help,Need a hand,Need a hand,test
request_help,What are the available actions,What are the available actions,test
cancel_action,Cancel,Cancel,train
cancel_action,Never mind,Never mind,train
cancel_action,Stop the deal,Stop the deal,train
cancel_action,Pull out,Pull out,train
cancel_action,Abort,Abort,train
cancel_action,Call it off,Call it off,train
cancel_action,Withdraw,Withdraw,train
cancel_action,Cancel that,Cancel that,train
cancel_action,Stop,Stop,train
cancel_action,Forget the deal,Forget the deal,train
cancel_action,Abort the negotiation,Abort the negotiation,train
cancel_action,Cancel the offer,Cancel the offer,train
cancel_action,Let's not,Let's not,train
cancel_action,Back out,Back out,train
cancel_action,Scrap it,Scrap it,train
cancel_action,Drop it,Drop it,train
cancel_action,Cancel the request,Cancel the request,train
cancel_action,Nevermind that,Nevermind that,train
cancel_action,Stop the negotiation,Stop the negotiation,train
cancel_action,Withdraw my offer,Withdraw my offer,train
cancel_action,Call the whole thing off,Call the whole thing off,train
cancel_action,Undo that,Undo that,train
cancel_action,Cancel the booking,Cancel the booking,train
cancel_action,I withdraw,I withdraw,train
cancel_action,End the negotiation,End the negotiation,train
cancel_action,Abort mission,Abort mission,train
cancel_action,Pull the offer,Pull the offer,train
cancel_action,Forget the whole thing,Forget the whole thing,train
cancel_action,Halt the deal,Halt the deal,train
cancel_action,Stop right there,Stop right there,train
cancel_action,Cancel everything,Cancel everything,train
cancel_action,Take it back,Take it back,train
cancel_action,Cancel my request,Cancel my request,train
cancel_action,Kill the deal,Kill the deal,train
cancel_action,nvm,nvm,train
cancel_action,cancel plz,cancel plz,train
cancel_action,stop it pls,stop it pls,train
cancel_action,abort pls,abort pls,train
cancel_action,scrap this deal,scrap this deal,train
cancel_action,im backing out,im backing out,train
cancel_action,pull the plug,pull the plug,train
cancel_action,forget all this,forget all this,train
cancel_action,Cancle,Cancle,train
cancel_action,Nevermnd,Nevermnd,train
cancel_action,Abrot,Abrot,train
cancel_action,Withdaw,Withdaw,train
cancel_action,Stpo it,Stpo it,train
cancel_action,"forget it, cancel","forget it, cancel",train
cancel_action,"no, cancel","no, cancel",train
cancel_action,"stop, abort","stop, abort",train
cancel_action,Let's cancel,Let's cancel,test
cancel_action,Scrap the negotiation,Scrap the negotiation,test
cancel_action,I'm pulling out,I'm pulling out,test
cancel_action,Cancel it all,Cancel it all,test
cancel_action,Abort this,Abort this,test
cancel_action,Withdraw the request,Withdraw the request,test
cancel_action,Call it off now,Call it off now,test
cancel_action,Stop the booking,Stop the booking,test
cancel_action,Never mind then,Never mind then,test
cancel_action,Drop the deal,Drop the deal,test
